group,pair_kind,source,target,sample_count,valid_fraction,source_range_p95_p05,target_range_p95_p05,amplitude_ratio_target_over_source,corr_zero_lag,best_lag_seconds,corr_best_lag,best_abs_lag_seconds,corr_best_abs_lag,source_step95_standardized,target_step95_standardized,step95_ratio_target_over_source,measurement_only,stage_gate,mediapipe_advance_ms,flags
arms_measure_only,arm_conflict_raw_measure_only,quest.left.elbow.x,mp_world.left_elbow.x,1322,0.9954819277108434,10.434462928771973,0.34216294548485077,0.03279162021280187,0.2187311019362879,-0.17736250534653664,0.24105465785443342,-0.17736250534653664,0.24105465785443342,0.05016742301304307,0.010259835649454874,0.20451191297562585,True,measure_only_no_authority,71.0588,low_correlation;lag_over_100ms;amplitude_mismatch
arms_measure_only,arm_conflict_raw_measure_only,quest.left.elbow.y,mp_world.left_elbow.y,1322,0.9954819277108434,7.625034475326544,0.33721736804729613,0.044225028639343265,0.24971929412582902,-0.7449225224554539,0.3550114573966901,-0.7449225224554539,0.3550114573966901,0.09154896851896537,0.013646892003396749,0.14906658397324976,True,measure_only_no_authority,71.0588,low_correlation;lag_over_100ms;amplitude_mismatch
arms_measure_only,arm_conflict_raw_measure_only,quest.left.elbow.z,mp_world.left_elbow.z,1322,0.9954819277108434,5.092231750488281,0.14657781218368687,0.028784591779357233,-0.027693157068664428,-0.7094500213861465,0.09792845104970098,0.7449225224554539,-0.13675045989462994,0.10289774949097238,0.06860312257298257,0.6667115939110153,True,measure_only_no_authority,71.0588,low_correlation;lag_over_100ms;amplitude_mismatch
arms_measure_only,arm_conflict_raw_measure_only,quest.left.wrist.x,mp_world.left_wrist.x,1322,0.9954819277108434,10.127764320373533,0.3787246190922187,0.03739469117881789,0.5074756760846976,0.1418900042772293,0.5121470562208985,0.1418900042772293,0.5121470562208985,0.04413850196915559,0.011052885854947347,0.25041370599009477,True,measure_only_no_authority,71.0588,lag_over_100ms;amplitude_mismatch
arms_measure_only,arm_conflict_raw_measure_only,quest.left.wrist.y,mp_world.left_wrist.y,1322,0.9954819277108434,18.32178521156311,0.1378409799665233,0.0075233378393460325,-0.4196727064726592,nan,nan,-0.6739775203168392,-0.46387672949682257,0.032110109710398196,0.037104383886871734,1.1555358801797007,True,measure_only_no_authority,71.0588,low_correlation;amplitude_mismatch
arms_measure_only,arm_conflict_raw_measure_only,quest.left.wrist.z,mp_world.left_wrist.z,1322,0.9954819277108434,19.06513786315918,0.18691207324973347,0.0098038668585196,-0.5860625581239379,nan,nan,-0.03547250106930733,-0.6108277571085795,0.050625998999762216,0.07417274117160758,1.4651116548229686,True,measure_only_no_authority,71.0588,low_correlation;amplitude_mismatch;possible_sign_or_axis_inversion
arms_measure_only,arm_conflict_raw_measure_only,quest.right.elbow.x,mp_world.right_elbow.x,1322,0.9954819277108434,14.131844234466552,0.7762987921898479,0.05493258907400854,0.6181768048312918,-0.10641750320792198,0.6291227419581699,-0.10641750320792198,0.6291227419581699,0.03941270587440132,0.005310730007431097,0.1347466480569768,True,measure_only_no_authority,71.0588,lag_over_100ms;amplitude_mismatch
arms_measure_only,arm_conflict_raw_measure_only,quest.right.elbow.y,mp_world.right_elbow.y,1322,0.9954819277108434,8.80374307632448,0.22125155880806072,0.02513153290480078,-2.2286796332956103e-06,-0.03547250106930733,0.0009925049757619677,0.7449225224554539,-0.1091375575930783,0.08442260457378163,0.020603257876297743,0.24404906695684098,True,measure_only_no_authority,71.0588,low_correlation;amplitude_mismatch
arms_measure_only,arm_conflict_raw_measure_only,quest.right.elbow.z,mp_world.right_elbow.z,1322,0.9954819277108434,10.914325904846194,0.2289875957670096,0.02098046162111892,-0.00846322522321657,0.46114251390099525,0.05855359562686547,-0.7449225224554539,-0.14509103132035103,0.047146279048516274,0.042334254455962506,0.8979341596056412,True,measure_only_no_authority,71.0588,low_correlation;lag_over_100ms;amplitude_mismatch
arms_measure_only,arm_conflict_raw_measure_only,quest.right.wrist.x,mp_world.right_wrist.x,1322,0.9954819277108434,16.606061077117918,0.9695435042870046,0.05838491739759847,0.35351346938694317,-0.7449225224554539,0.37175205736296585,-0.7449225224554539,0.37175205736296585,0.04428486924651199,0.007145040151171345,0.1613426949823073,True,measure_only_no_authority,71.0588,low_correlation;lag_over_100ms;amplitude_mismatch
arms_measure_only,arm_conflict_raw_measure_only,quest.right.wrist.y,mp_world.right_wrist.y,1322,0.9954819277108434,11.734447574615473,0.3776726101896576,0.032184950146835825,0.36910589718190406,0.0,0.36910589718190406,0.0,0.36910589718190406,0.05779777773427064,0.016616193353928166,0.2874884468797795,True,measure_only_no_authority,71.0588,low_correlation;amplitude_mismatch
arms_measure_only,arm_conflict_raw_measure_only,quest.right.wrist.z,mp_world.right_wrist.z,1322,0.9954819277108434,10.744786071777341,0.3918766972556357,0.03647133545868854,-0.04381194163464672,0.46114251390099525,0.00604976336978205,-0.7449225224554539,-0.20073393503139728,0.06961916740879306,0.027315277225726756,0.39235282814193456,True,measure_only_no_authority,71.0588,low_correlation;lag_over_100ms;amplitude_mismatch
arms_measure_only,quest_arm_output_measure,quest.left.wrist.x,manny.hand_l.loc.x,1328,1.0,10.127764320373533,24.155950804957808,2.3851217347509213,-0.564322670295719,nan,nan,0.7488705329596996,-0.6244410651993862,0.04413850196915559,0.024882183638429464,0.563729681080191,True,measure_only_no_authority,71.0588,low_correlation;possible_sign_or_axis_inversion
arms_measure_only,quest_arm_output_measure,quest.left.wrist.y,manny.hand_l.loc.y,1328,1.0,18.32178521156311,22.650280702576,1.2362485664487062,0.557843098736466,-0.21396300941705704,0.7486669244578739,-0.21396300941705704,0.7486669244578739,0.032110109710398196,0.037098671015346925,1.1553579651374808,True,measure_only_no_authority,71.0588,lag_over_100ms
arms_measure_only,quest_arm_output_measure,quest.left.wrist.z,manny.hand_l.loc.z,1328,1.0,19.06513786315918,12.588389714043132,0.6602831725842647,0.8641189186742382,-0.035660501569509506,0.898639241318137,-0.035660501569509506,0.898639241318137,0.050625998999762216,0.041554237486809906,0.8208082469050157,True,measure_only_no_authority,71.0588,
arms_measure_only,quest_arm_output_measure,quest.right.wrist.x,manny.hand_r.loc.x,1328,1.0,16.606061077117918,11.894363391249591,0.716266388279112,0.2794142564605149,0.035660501569509506,0.3094359345034747,0.035660501569509506,0.3094359345034747,0.04428486924651199,0.057468409367359086,1.2976985219818724,True,measure_only_no_authority,71.0588,low_correlation
arms_measure_only,quest_arm_output_measure,quest.right.wrist.y,manny.hand_r.loc.y,1328,1.0,11.734447574615473,27.37382438877907,2.332774867731776,0.006291778632956879,0.0,0.006291778632956932,0.7488705329596996,-0.17196053837195843,0.05779777773427064,0.02526566324905744,0.43713900844454795,True,measure_only_no_authority,71.0588,low_correlation
arms_measure_only,quest_arm_output_measure,quest.right.wrist.z,manny.hand_r.loc.z,1328,1.0,10.744786071777341,22.397571332167942,2.084506027625645,0.05801184216881137,-0.035660501569509506,0.10552232137005521,-0.035660501569509506,0.10552232137005521,0.06961916740879306,0.017147168579987854,0.2462995352889286,True,measure_only_no_authority,71.0588,low_correlation
