space,landmark,group,valid_samples,valid_fraction,reliability_p50,visibility_p50,presence_p50,x_range_p95_p05,y_range_p95_p05,z_range_p95_p05
mp_norm,right_ankle,lower_body_measure_only,1316,0.9954614220877458,0.9285858571529388,0.9301056861877441,0.9757785499095917,0.007810503244400024,0.004107996821403503,0.38100238144397736
mp_norm,left_heel,lower_body_measure_only,1316,0.9954614220877458,0.6567101776599884,0.6595631837844849,0.9735190570354462,0.02057008445262909,0.008266344666481018,0.4023425802588463
mp_norm,right_heel,lower_body_measure_only,1316,0.9954614220877458,0.7254046499729156,0.7278309166431427,0.9743607044219971,0.01752641797065735,0.0049448162317276,0.4005437158048153
mp_norm,left_foot_index,arms_measure_only,1316,0.9954614220877458,0.890760064125061,0.9016702175140381,0.9652808904647827,0.021245643496513367,0.00906604528427124,0.40145595325157046
mp_norm,right_foot_index,arms_measure_only,1316,0.9954614220877458,0.9050125479698181,0.9167093336582184,0.9658750593662262,0.012556076049804688,0.003958955407142639,0.3864990691654384
mp_body,nose,head_mp_diagnostic,1322,1.0,0.9721729755401611,nan,nan,5.121278525278861,25.702654911630777,6.173098087310791
mp_body,left_eye_inner,head_mp_diagnostic,1322,1.0,0.9720656871795654,nan,nan,5.4972380581676585,26.042543530756202,5.861607193946838
mp_body,left_eye,head_mp_diagnostic,1322,1.0,0.9720541536808014,nan,nan,5.506736971537833,26.04213292662331,5.856300890445709
mp_body,left_eye_outer,head_mp_diagnostic,1322,1.0,0.9720369875431061,nan,nan,5.522185465988402,26.04102704369469,5.858156383037567
mp_body,right_eye_inner,head_mp_diagnostic,1322,1.0,0.9720685482025146,nan,nan,5.325978783825788,25.8076157099836,5.793523788452148
mp_body,right_eye,head_mp_diagnostic,1322,1.0,0.9720640480518341,nan,nan,5.326723051183592,25.800898699185353,5.79474002122879
mp_body,right_eye_outer,head_mp_diagnostic,1322,1.0,0.9720534086227417,nan,nan,5.298984061107747,25.788762201655274,5.78665167093277
mp_body,left_ear,head_mp_diagnostic,1322,1.0,0.9719350039958954,nan,nan,6.816500793559768,25.43799767877982,5.59986025094986
mp_body,right_ear,head_mp_diagnostic,1322,1.0,0.9720065891742706,nan,nan,5.316077015162847,23.88754346546609,4.974683523178101
mp_body,mouth_left,head_mp_diagnostic,1322,1.0,0.9721022248268127,nan,nan,5.439393264174777,25.318602960860783,5.106500089168549
mp_body,mouth_right,head_mp_diagnostic,1322,1.0,0.9721052050590515,nan,nan,4.995144231099681,24.78516625320104,5.018329620361328
